"species_id","hindfoot_length","hindfoot_half"
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",23,11.5
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",20,10
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",20,10
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",16,8
"PP",22,11
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",20,10
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"SH",29,14.5
"SH",26,13
"SH",27,13.5
"SH",28,14
"SH",29,14.5
"SH",27,13.5
"SH",29,14.5
"SH",29,14.5
"SH",27,13.5
"SH",27,13.5
"OT",18,9
"OT",19,9.5
"OT",20,10
"OT",18,9
"OT",18,9
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",22,11
"OT",20,10
"OT",20,10
"OT",19,9.5
"OT",19,9.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",22,11
"OT",21,10.5
"OT",21,10.5
"OT",23,11.5
"OT",22,11
"OT",21,10.5
"OT",19,9.5
"OT",20,10
"OT",19,9.5
"OT",20,10
"OT",19,9.5
"OT",20,10
"OT",20,10
"OT",19,9.5
"OT",19,9.5
"OT",21,10.5
"OT",19,9.5
"OT",21,10.5
"OT",21,10.5
"OT",19,9.5
"OT",21,10.5
"OT",19,9.5
"OT",18,9
"OT",20,10
"OT",19,9.5
"OT",19,9.5
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",22,11
"OT",19,9.5
"OT",19,9.5
"OT",20,10
"OT",23,11.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",22,11
"OT",22,11
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",23,11.5
"OT",20,10
"OT",20,10
"OT",17,8.5
"OT",19,9.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",22,11
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",22,11
"OT",21,10.5
"OT",22,11
"OT",19,9.5
"OT",22,11
"OT",21,10.5
"OT",22,11
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",22,11
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",18,9
"OT",22,11
"OT",21,10.5
"OT",21,10.5
"OT",22,11
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",19,9.5
"OT",21,10.5
"OT",21,10.5
"OT",19,9.5
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",19,9.5
"OT",20,10
"OT",19,9.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",19,9.5
"OT",21,10.5
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",22,11
"OT",21,10.5
"OT",22,11
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",19,9.5
"OT",20,10
"OT",21,10.5
"DO",29,14.5
"DO",29,14.5
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",19,9.5
"OL",22,11
"OL",19,9.5
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",21,10.5
"OL",19,9.5
"OL",21,10.5
"OL",21,10.5
"OL",18,9
"OL",20,10
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",19,9.5
"OL",21,10.5
"OL",20,10
"OL",20,10
"OL",20,10
"OL",18,9
"RM",16,8
"RM",17,8.5
"RM",18,9
"RM",17,8.5
"RM",17,8.5
"RM",15,7.5
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",16,8
"RM",16,8
"RM",15,7.5
"RM",14,7
"RM",17,8.5
"RM",18,9
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",16,8
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",15,7.5
"RM",18,9
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",18,9
"RM",15,7.5
"RM",17,8.5
"RM",16,8
"PM",20,10
"PM",21,10.5
"PM",21,10.5
"PM",20,10
"PM",20,10
"PM",20,10
"PM",19,9.5
"PM",21,10.5
"PM",20,10
"PM",23,11.5
"PM",22,11
"PM",20,10
"PM",20,10
"PM",21,10.5
"PM",22,11
"PM",21,10.5
"PM",21,10.5
"PM",21,10.5
"PM",20,10
"PM",23,11.5
"PM",19,9.5
"PM",20,10
"PB",25,12.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",26,13
"PB",26,13
"PB",26,13
"PB",27,13.5
"PB",27,13.5
"PB",26,13
"PB",27,13.5
"PB",21,10.5
"PB",29,14.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",26,13
"PB",27,13.5
"PB",27,13.5
"PB",28,14
"PB",26,13
"PB",26,13
"PB",27,13.5
"PB",26,13
"PB",27,13.5
"PB",27,13.5
"PB",26,13
"PB",27,13.5
"PB",26,13
"PB",26,13
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",26,13
"PB",26,13
"PB",26,13
"PB",27,13.5
"PB",26,13
"PB",26,13
"PB",27,13.5
"PB",28,14
"PB",26,13
"PB",27,13.5
"PB",27,13.5
"PB",26,13
"PB",26,13
"PB",25,12.5
"PB",26,13
"PB",28,14
"PB",27,13.5
"PB",26,13
"PB",25,12.5
"PB",26,13
"PB",27,13.5
"PB",28,14
"PB",26,13
"PB",25,12.5
"PB",27,13.5
"NL",27,13.5
"NL",29,14.5
"NL",29,14.5
"NL",29,14.5
"NL",29,14.5
"NL",21,10.5
"NL",29,14.5
"DM",26,13
"DM",24,12
"DM",28,14
"DM",28,14
"DM",21,10.5
"DM",21,10.5
"PF",16,8
"PF",16,8
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",14,7
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",17,8.5
"PF",16,8
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",16,8
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PE",21,10.5
"PE",21,10.5
"PE",21,10.5
"PE",20,10
"PE",19,9.5
"PE",19,9.5
"PE",19,9.5
"PE",19,9.5
"PE",20,10
"PE",19,9.5
"PE",18,9
"PE",19,9.5
"PE",19,9.5
"PE",20,10
"PE",21,10.5
"PE",22,11
"PE",21,10.5
"PE",21,10.5
"PE",21,10.5
"PE",19,9.5
"PE",21,10.5
"PE",22,11
"PE",21,10.5
"PE",21,10.5
"PE",19,9.5
"PE",22,11
"PE",20,10
"PE",21,10.5
"PE",21,10.5
"PE",20,10
"PE",21,10.5
"PE",21,10.5
"PE",21,10.5
"PE",22,11
"PE",21,10.5
"PE",20,10
"PE",19,9.5
"PE",21,10.5
"PE",20,10
"PE",20,10
"PE",20,10
"PE",21,10.5
"PE",21,10.5
"PE",20,10
"PE",21,10.5
"PE",20,10
"PE",21,10.5
"PE",19,9.5
"PP",17,8.5
"PP",20,10
"PP",21,10.5
"PP",22,11
"PP",23,11.5
"PP",20,10
"PP",21,10.5
"PP",21,10.5
"PP",19,9.5
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",23,11.5
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",19,9.5
"PP",20,10
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",19,9.5
"PP",20,10
"PP",23,11.5
"PP",21,10.5
"PP",20,10
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",20,10
"PP",22,11
"PP",23,11.5
"PP",23,11.5
"PP",24,12
"PP",22,11
"PP",20,10
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",23,11.5
"PP",23,11.5
"PP",23,11.5
"PP",23,11.5
"PP",21,10.5
"PP",19,9.5
"PP",22,11
"PP",21,10.5
"PP",24,12
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",23,11.5
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",23,11.5
"PP",23,11.5
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",20,10
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",20,10
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",21,10.5
"PP",20,10
"PP",20,10
"PP",22,11
"PP",22,11
"PP",20,10
"PP",20,10
"PP",20,10
"PP",22,11
"PP",23,11.5
"PP",24,12
"PP",21,10.5
"PP",19,9.5
"PP",22,11
"PP",22,11
"PP",19,9.5
"PP",20,10
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",23,11.5
"PP",23,11.5
"PP",23,11.5
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",20,10
"SH",28,14
"SH",29,14.5
"SH",26,13
"SH",29,14.5
"OT",19,9.5
"OT",21,10.5
"OT",20,10
"OT",19,9.5
"OT",19,9.5
"OT",19,9.5
"OT",19,9.5
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",22,11
"OT",20,10
"OT",20,10
"OT",20,10
"OT",19,9.5
"OT",21,10.5
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",17,8.5
"OT",22,11
"OT",18,9
"OT",18,9
"OT",19,9.5
"OT",19,9.5
"OT",18,9
"OT",20,10
"OT",21,10.5
"OT",22,11
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",22,11
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",18,9
"OT",20,10
"OT",20,10
"OT",19,9.5
"OT",22,11
"OT",21,10.5
"OT",19,9.5
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",18,9
"OT",22,11
"OT",21,10.5
"OT",22,11
"OT",21,10.5
"OT",23,11.5
"OT",21,10.5
"OT",23,11.5
"OT",22,11
"OT",22,11
"OT",22,11
"OT",21,10.5
"OT",21,10.5
"OT",22,11
"OT",21,10.5
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",22,11
"OT",20,10
"OT",20,10
"OT",20,10
"OT",19,9.5
"OT",20,10
"OT",19,9.5
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",17,8.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",22,11
"OT",22,11
"OT",19,9.5
"OT",20,10
"OT",23,11.5
"OT",22,11
"OT",21,10.5
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",18,9
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",19,9.5
"OT",20,10
"OT",20,10
"OT",22,11
"OT",21,10.5
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",19,9.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",19,9.5
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",22,11
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",22,11
"OT",20,10
"OT",22,11
"OT",20,10
"OT",20,10
"OT",20,10
"OX",19,9.5
"OX",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",23,11.5
"OL",22,11
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",19,9.5
"OL",21,10.5
"OL",20,10
"OL",20,10
"OL",19,9.5
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",20,10
"OL",20,10
"OL",20,10
"OL",20,10
"OL",19,9.5
"OL",22,11
"OL",19,9.5
"OL",22,11
"OL",22,11
"OL",21,10.5
"OL",21,10.5
"OL",20,10
"OL",20,10
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",19,9.5
"OL",20,10
"OL",21,10.5
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",22,11
"OL",21,10.5
"OL",23,11.5
"OL",22,11
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",20,10
"OL",19,9.5
"OL",21,10.5
"OL",23,11.5
"OL",20,10
"OL",20,10
"OL",20,10
"OL",21,10.5
"OL",20,10
"RM",16,8
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",18,9
"RM",15,7.5
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",15,7.5
"RM",16,8
"RM",15,7.5
"RM",17,8.5
"RM",16,8
"RM",19,9.5
"RM",18,9
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",15,7.5
"RM",14,7
"RM",16,8
"RM",18,9
"RM",18,9
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",15,7.5
"RM",16,8
"RM",19,9.5
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",18,9
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",19,9.5
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",17,8.5
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",15,7.5
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",16,8
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",18,9
"RM",18,9
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",15,7.5
"RM",17,8.5
"PM",19,9.5
"PM",19,9.5
"PM",20,10
"PM",21,10.5
"PM",21,10.5
"PM",20,10
"PM",20,10
"PM",21,10.5
"PM",21,10.5
"PM",20,10
"PM",20,10
"PM",20,10
"PM",20,10
"RF",17,8.5
"RF",18,9
"RF",17,8.5
"RF",17,8.5
"RF",17,8.5
"RF",19,9.5
"RF",18,9
"RF",17,8.5
"RF",18,9
"SF",27,13.5
"SF",25,12.5
"SF",28,14
"SF",27,13.5
"SF",28,14
"SF",26,13
"SF",26,13
"SF",25,12.5
"SF",28,14
"SF",27,13.5
"PI",22,11
"PI",22,11
"PI",22,11
"PB",26,13
"PB",27,13.5
"PB",26,13
"PB",26,13
"PB",26,13
"PB",26,13
"PB",26,13
"PB",26,13
"PB",27,13.5
"PB",26,13
"PB",26,13
"PB",26,13
"PB",25,12.5
"PB",27,13.5
"PB",25,12.5
"PB",26,13
"PB",26,13
"PB",25,12.5
"PB",25,12.5
"PB",26,13
"PB",26,13
"PB",26,13
"PB",26,13
"PB",25,12.5
"PB",26,13
"PB",26,13
"PB",26,13
"PB",26,13
"PB",25,12.5
"PB",29,14.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"PB",27,13.5
"NL",26,13
"NL",29,14.5
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",14,7
"PF",15,7.5
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",14,7
"PF",16,8
"PF",16,8
"PF",16,8
"PF",21,10.5
"PF",14,7
"PF",14,7
"PF",15,7.5
"PF",15,7.5
"PF",12,6
"PF",14,7
"PF",15,7.5
"PF",14,7
"PF",14,7
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",20,10
"PF",15,7.5
"PF",14,7
"PF",15,7.5
"PF",15,7.5
"PF",19,9.5
"PF",16,8
"PF",14,7
"PF",16,8
"PF",15,7.5
"PF",16,8
"PF",15,7.5
"PF",16,8
"PF",15,7.5
"PF",14,7
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",14,7
"PF",16,8
"PF",17,8.5
"PF",16,8
"PF",17,8.5
"PF",16,8
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",17,8.5
"PF",16,8
"PF",16,8
"PF",16,8
"PF",17,8.5
"PF",17,8.5
"PF",16,8
"PF",15,7.5
"PF",14,7
"PF",16,8
"PF",16,8
"PF",14,7
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",14,7
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",16,8
"PF",17,8.5
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",16,8
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",16,8
"PF",16,8
"PF",16,8
"PF",16,8
"PF",16,8
"PF",17,8.5
"PF",17,8.5
"PF",16,8
"PF",15,7.5
"PF",17,8.5
"PF",16,8
"PF",13,6.5
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",15,7.5
"PF",15,7.5
"PF",16,8
"PF",15,7.5
"PF",17,8.5
"PF",16,8
"PF",16,8
"PF",15,7.5
"PF",16,8
"PF",15,7.5
"PE",18,9
"PE",18,9
"PE",19,9.5
"PE",18,9
"PE",20,10
"PE",19,9.5
"PE",18,9
"PE",21,10.5
"PE",20,10
"PE",20,10
"PE",20,10
"PE",21,10.5
"PE",21,10.5
"PE",20,10
"PE",21,10.5
"PE",21,10.5
"PE",21,10.5
"PE",22,11
"PE",22,11
"PE",21,10.5
"PE",21,10.5
"PE",21,10.5
"PE",18,9
"PE",20,10
"PE",21,10.5
"PE",20,10
"PE",20,10
"PE",18,9
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",24,12
"PP",22,11
"PP",22,11
"PP",24,12
"PP",24,12
"PP",21,10.5
"PP",21,10.5
"PP",20,10
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",20,10
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",22,11
"PP",20,10
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",20,10
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",21,10.5
"PP",23,11.5
"PP",22,11
"PP",24,12
"PP",24,12
"PP",24,12
"PP",24,12
"PP",24,12
"PP",23,11.5
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",23,11.5
"PP",24,12
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",23,11.5
"PP",24,12
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",20,10
"PP",22,11
"PP",22,11
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",23,11.5
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",21,10.5
"PP",21,10.5
"PP",23,11.5
"PP",20,10
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",22,11
"PP",21,10.5
"PP",23,11.5
"PP",24,12
"PP",21,10.5
"PP",21,10.5
"PP",22,11
"PP",23,11.5
"SH",22,11
"SH",27,13.5
"SH",20,10
"SH",26,13
"SH",27,13.5
"SH",25,12.5
"OT",20,10
"OT",20,10
"OT",19,9.5
"OT",21,10.5
"OT",19,9.5
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",19,9.5
"OT",21,10.5
"OT",19,9.5
"OT",18,9
"OT",20,10
"OT",21,10.5
"OT",19,9.5
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",22,11
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",22,11
"OT",21,10.5
"OT",19,9.5
"OT",20,10
"OT",17,8.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",22,11
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",21,10.5
"OT",22,11
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",23,11.5
"OT",19,9.5
"OT",18,9
"OT",21,10.5
"OT",19,9.5
"OT",22,11
"OT",22,11
"OT",22,11
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",21,10.5
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",20,10
"OT",22,11
"OL",20,10
"OL",20,10
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",21,10.5
"OL",19,9.5
"OL",19,9.5
"OL",21,10.5
"OL",22,11
"OL",21,10.5
"OL",22,11
"OL",19,9.5
"OL",22,11
"OL",21,10.5
"OL",22,11
"OL",21,10.5
"OL",21,10.5
"OL",22,11
"OL",19,9.5
"OL",22,11
"OL",20,10
"OL",20,10
"OL",20,10
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",22,11
"OL",20,10
"OL",21,10.5
"OL",20,10
"OL",18,9
"OL",21,10.5
"OL",15,7.5
"OL",19,9.5
"OL",20,10
"OL",19,9.5
"OL",18,9
"OL",20,10
"RM",15,7.5
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",18,9
"RM",17,8.5
"RM",16,8
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",16,8
"RM",17,8.5
"RM",18,9
"RM",17,8.5
"RM",17,8.5
"RM",18,9
"RM",16,8
"RM",16,8
"RM",17,8.5
"RM",15,7.5
"RM",16,8
